Date,Open,High,Low,Close,Adj Close,Volume
2021-06-22,39.410000,39.689999,39.259998,39.610001,38.619267,15975900
2021-06-23,39.630001,39.660000,38.980000,39.049999,38.073273,22025400
2021-06-24,39.139999,39.349998,39.080002,39.189999,38.209770,13436500
2021-06-25,39.119999,39.410000,38.889999,38.980000,38.005024,22774300
2021-06-28,39.009998,39.209999,38.900002,39.119999,38.141521,19225700
2021-06-29,39.130001,39.279999,38.980000,39.099998,38.122021,14516600
2021-06-30,39.139999,39.270000,38.820000,39.160000,38.180523,21248100
2021-07-01,39.169998,39.630001,39.110001,39.560001,38.570518,20035900
2021-07-02,39.459999,39.830002,39.380001,39.730000,38.736267,16592700
2021-07-06,39.480000,39.650002,39.040001,39.290001,38.307270,18931900
2021-07-07,39.220001,39.360001,38.970001,39.349998,38.365768,17665200
2021-07-08,39.000000,39.320000,38.930000,39.250000,38.268272,23021200
2021-07-09,39.529999,40.099998,39.459999,39.610001,38.619267,21578700
2021-07-12,39.660000,40.250000,39.599998,39.759998,38.765514,24513000
2021-07-13,39.770000,39.799999,39.529999,39.650002,38.658268,12222000
2021-07-14,39.720001,40.029999,39.660000,39.950001,38.950764,15888600
2021-07-15,39.950001,40.189999,39.860001,40.090000,39.087261,20250800
2021-07-16,40.139999,40.349998,39.930000,40.349998,39.340759,24270400
2021-07-19,40.070000,40.349998,39.680000,40.150002,39.145760,29818400
2021-07-20,40.250000,41.709999,40.200001,41.049999,40.023247,48804100
2021-07-21,41.240002,41.240002,40.520000,41.020000,39.994003,27530200
2021-07-22,41.119999,41.549999,40.900002,41.470001,40.432747,18913300
2021-07-23,41.459999,41.830002,41.419998,41.680000,40.637493,21609200
2021-07-26,41.619999,41.939999,41.389999,41.810001,40.764244,23720000
2021-07-27,41.820000,42.200001,41.580002,42.099998,41.046989,32544100
2021-07-28,42.349998,43.740002,42.250000,43.450001,42.363224,53822400
2021-07-29,43.230000,43.299999,42.619999,42.790001,42.097591,29015000
2021-07-30,42.880001,43.189999,42.689999,42.810001,42.117268,24763300
2021-08-02,43.299999,44.139999,43.250000,43.959999,43.248661,43066900
2021-08-03,44.169998,45.860001,44.070000,45.680000,44.940826,45643300
2021-08-04,45.349998,45.799999,45.009998,45.189999,44.458755,43391200
2021-08-05,45.000000,45.139999,44.700001,45.060001,44.330860,23505400
2021-08-06,45.090000,45.310001,44.630001,45.070000,44.340698,20413000
2021-08-09,45.110001,46.029999,45.110001,45.980000,45.235973,32374300
2021-08-10,46.200001,48.570000,45.889999,48.189999,47.410210,81189400
2021-08-11,47.779999,48.080002,46.259998,46.310001,45.560635,50878200
2021-08-12,46.500000,47.400002,46.340000,47.240002,46.475586,29676400
2021-08-13,47.410000,48.500000,47.320000,48.480000,47.695518,35379200
2021-08-16,48.230000,48.970001,47.509998,48.910000,48.118561,38045800
2021-08-17,48.779999,50.490002,48.709999,50.419998,49.604122,68817000
2021-08-18,50.230000,51.860001,49.169998,49.310001,48.512089,88598000
2021-08-19,48.500000,49.959999,48.259998,48.799999,48.010342,57741600
2021-08-20,48.980000,49.730000,48.660000,48.720001,47.931637,35157500
2021-08-23,50.290001,51.360001,49.599998,49.930000,49.122059,88652400
2021-08-24,49.740002,50.049999,48.240002,48.380001,47.597137,52624100
2021-08-25,48.040001,48.279999,46.930000,47.509998,46.741215,51036800
2021-08-26,47.700001,48.160000,47.299999,47.380001,46.613319,29029300
2021-08-27,47.369999,47.500000,46.529999,46.599998,45.845940,32924500
2021-08-30,46.200001,47.160000,46.160000,46.759998,46.003349,25774400
2021-08-31,46.720001,47.139999,45.930000,46.070000,45.324516,34547800
2021-09-01,46.189999,46.259998,45.419998,46.040001,45.295002,32900100
2021-09-02,46.480000,46.869999,46.130001,46.840000,46.082058,26106300
2021-09-03,46.900002,47.029999,46.340000,46.840000,46.082058,20817200
2021-09-07,46.990002,47.500000,46.540001,46.750000,45.993511,26236900
2021-09-08,46.509998,46.790001,46.250000,46.509998,45.757397,15839600
2021-09-09,46.470001,46.720001,45.849998,46.029999,45.285160,21695300
2021-09-10,46.270000,46.349998,45.509998,45.590000,44.852280,20801500
2021-09-13,45.740002,45.830002,44.200001,44.580002,43.858627,37086200
2021-09-14,44.669998,45.259998,44.549999,44.709999,43.986523,24100200
2021-09-15,44.560001,45.369999,44.470001,44.770000,44.045551,28674600
2021-09-16,44.880001,44.990002,44.029999,44.470001,43.750408,22424200
2021-09-17,44.169998,44.459999,43.310001,43.889999,43.179790,56370500
2021-09-20,43.389999,44.650002,43.389999,44.200001,43.484776,41873000
2021-09-21,44.250000,44.730000,43.849998,43.919998,43.209305,23645600
2021-09-22,43.990002,44.389999,43.830002,43.950001,43.238819,22616700
2021-09-23,44.279999,44.720001,44.150002,44.189999,43.474937,19719200
2021-09-24,44.070000,44.410000,43.810001,43.939999,43.228981,16150700
2021-09-27,43.919998,44.130001,43.509998,43.570000,42.864967,19955900
2021-09-28,43.070000,43.279999,42.430000,43.040001,42.343548,28512200
2021-09-29,43.220001,43.689999,43.080002,43.529999,42.825615,18037200
2021-09-30,43.790001,44.049999,42.970001,43.009998,42.314030,21103300
2021-10-01,42.520000,43.099998,41.700001,42.930000,42.235325,38483000
2021-10-04,42.930000,43.349998,42.209999,42.419998,41.733578,28906500
2021-10-05,42.529999,42.790001,42.279999,42.320000,41.635197,19342600
2021-10-06,42.060001,42.200001,41.689999,42.020000,41.340050,30483800
2021-10-07,42.520000,42.959999,42.209999,42.740002,42.048401,19778300
2021-10-08,42.730000,42.910000,42.340000,42.450001,41.763096,12778600
2021-10-11,42.450001,42.619999,42.009998,42.060001,41.379406,11984200
2021-10-12,42.160000,42.209999,41.660000,41.849998,41.172798,16222300
2021-10-13,41.750000,41.910000,40.939999,41.419998,40.749760,28205700
2021-10-14,41.560001,41.959999,41.520000,41.669998,40.995712,17590300
2021-10-15,41.900002,42.029999,41.380001,41.490002,40.818630,23550300
2021-10-18,41.450001,41.700001,41.040001,41.320000,40.651379,21733000
2021-10-19,41.599998,42.200001,41.540001,42.090000,41.408920,17159800
2021-10-20,42.119999,43.110001,42.099998,42.799999,42.107430,22788300
2021-10-21,43.060001,43.090000,42.430000,42.860001,42.166462,22142300
2021-10-22,42.820000,43.189999,42.630001,43.160000,42.461605,17183000
2021-10-25,43.200001,43.240002,42.570000,43.150002,42.451767,22846200
2021-10-26,43.330002,43.759998,42.919998,43.560001,42.855133,29729100
2021-10-27,43.459999,43.560001,42.680000,42.970001,42.274681,22317500
2021-10-28,42.950001,43.669998,42.939999,43.180000,42.481281,18023400
2021-10-29,43.090000,43.830002,42.860001,43.740002,43.032223,30307500
2021-11-01,44.139999,44.290001,43.439999,43.639999,42.933838,32681500
2021-11-02,45.080002,46.040001,43.049999,45.450001,44.714546,69248000
2021-11-03,45.520000,45.990002,44.480000,44.820000,44.094746,44593100
2021-11-04,44.290001,44.470001,43.310001,43.849998,43.519115,38172500
2021-11-05,48.090000,48.810001,46.549999,48.610001,48.243202,173959100
2021-11-08,48.610001,48.790001,47.599998,48.330002,47.965313,57423300
2021-11-09,48.330002,48.380001,47.150002,47.299999,46.943085,29920400
2021-11-10,47.400002,49.209999,47.400002,49.020000,48.650108,42696200
2021-11-11,49.230000,50.500000,48.730000,50.180000,49.801353,42370400
2021-11-12,50.419998,50.490002,49.570000,49.730000,49.354748,27780600
2021-11-15,49.730000,50.099998,49.369999,49.650002,49.275352,27763200
2021-11-16,49.470001,50.160000,48.889999,49.599998,49.225727,31297200
2021-11-17,49.939999,51.090000,49.689999,50.869999,50.486145,36889800
2021-11-18,51.099998,51.709999,50.610001,51.410000,51.022072,32872600
2021-11-19,51.959999,52.840000,50.680000,50.799999,50.416676,47966200
2021-11-22,50.950001,51.470001,50.380001,51.200001,50.813656,27287900
2021-11-23,50.580002,51.450001,50.299999,51.080002,50.694565,24946200
2021-11-24,51.180000,51.330002,50.709999,50.889999,50.505997,18556800
2021-11-26,54.040001,54.939999,53.250000,54.000000,53.592529,66561300
2021-11-29,55.150002,55.700001,52.110001,52.400002,52.004604,72660800
2021-11-30,52.310001,54.459999,51.910000,53.730000,53.324566,64598400
2021-12-01,52.470001,55.169998,51.860001,54.680000,54.267399,59810400
2021-12-02,53.820000,55.080002,52.770000,53.040001,52.639774,46361700
2021-12-03,53.709999,54.410000,53.099998,54.270000,53.860493,37574800
2021-12-06,53.779999,53.889999,51.250000,51.480000,51.091545,53724000
2021-12-07,51.250000,52.500000,50.400002,51.720001,51.329735,41575400
2021-12-08,52.750000,53.080002,51.029999,51.400002,51.012150,37429200
2021-12-09,51.509998,52.849998,51.509998,52.080002,51.687019,38325700
2021-12-10,51.200001,52.849998,51.110001,52.779999,52.381733,26079400
2021-12-13,53.439999,55.730000,53.439999,55.200001,54.783474,54923200
2021-12-14,54.770000,55.950001,54.320000,55.540001,55.120911,48685700
2021-12-15,56.110001,58.919998,55.889999,58.799999,58.356308,75202900
2021-12-16,58.360001,61.430000,57.750000,61.250000,60.787823,75183600
2021-12-17,59.930000,61.189999,58.700001,59.480000,59.031178,104192100
2021-12-20,60.599998,61.709999,59.830002,61.020000,60.559559,55712200
2021-12-21,60.009998,60.040001,57.160000,58.950001,58.505177,63877900
2021-12-22,59.250000,60.590000,58.220001,59.549999,59.100647,62594900
2021-12-23,59.820000,60.080002,58.310001,58.709999,58.266987,39203200
2021-12-27,58.849998,59.380001,58.230000,59.200001,58.753292,27362600
2021-12-28,59.049999,59.450001,57.080002,58.009998,57.572269,36901700
2021-12-29,57.310001,58.029999,57.070000,57.580002,57.145515,26170200
2021-12-30,57.750000,58.740002,57.529999,58.400002,57.959328,24559000
2021-12-31,58.529999,59.799999,58.439999,59.049999,58.604420,28579600
2022-01-03,58.500000,58.549999,56.340000,56.650002,56.222534,57219200
2022-01-04,56.220001,56.430000,53.939999,54.529999,54.118526,66993100
2022-01-05,55.840000,56.439999,55.369999,55.630001,55.210232,52956400
2022-01-06,55.160000,55.630001,54.490002,54.840000,54.426189,37000400
2022-01-07,55.360001,55.770000,54.630001,55.720001,55.299549,27703400
2022-01-10,55.709999,56.259998,54.740002,56.240002,55.815628,34044700
2022-01-11,56.750000,57.430000,55.810001,56.689999,56.262230,33576600
2022-01-12,56.340000,57.160000,55.900002,56.650002,56.222534,27608500
2022-01-13,56.529999,56.750000,55.220001,55.540001,55.120911,28117900
2022-01-14,54.980000,55.380001,54.509998,54.950001,54.535362,27072500
2022-01-18,54.500000,54.549999,53.430000,54.110001,53.701698,35598000
2022-01-19,53.650002,54.490002,53.450001,53.540001,53.136002,27300400
2022-01-20,53.959999,54.520000,53.070000,54.049999,53.642151,35105300
2022-01-21,54.419998,54.869999,52.459999,52.790001,52.391659,41059000
2022-01-24,51.750000,52.060001,49.820000,51.540001,51.151093,59036400
2022-01-25,51.360001,52.840000,51.240002,52.540001,52.143547,43983200
2022-01-26,52.570000,53.619999,52.459999,53.009998,52.609997,39644800
2022-01-27,53.020000,54.580002,53.000000,53.369999,53.369999,36957200
2022-01-28,53.770000,54.669998,53.099998,54.330002,54.330002,28590400
2022-01-31,54.000000,54.139999,52.389999,52.689999,52.689999,38644600
2022-02-01,52.740002,53.160000,52.389999,53.070000,53.070000,27883300
2022-02-02,52.840000,54.130001,52.450001,53.860001,53.860001,32039300
2022-02-03,53.330002,53.889999,53.090000,53.380001,53.380001,22635800
2022-02-04,53.020000,53.430000,52.630001,53.000000,53.000000,24932200
2022-02-07,53.299999,53.580002,52.240002,53.209999,53.209999,32358500
2022-02-08,50.639999,51.799999,49.689999,51.700001,51.700001,67922000
2022-02-09,51.639999,51.720001,50.900002,51.470001,51.470001,38522200
2022-02-10,51.040001,51.369999,50.389999,50.599998,50.599998,34200600
2022-02-11,50.330002,51.240002,50.080002,50.779999,50.779999,34997800
2022-02-14,49.820000,50.500000,48.480000,49.799999,49.799999,42973100
2022-02-15,49.799999,50.040001,49.209999,49.790001,49.790001,29150000
2022-02-16,49.590000,50.779999,49.430000,49.680000,49.680000,27672600
2022-02-17,49.810001,49.959999,48.750000,48.900002,48.900002,21231700
2022-02-18,48.779999,49.520000,48.200001,48.529999,48.529999,26955300
2022-02-22,47.540001,48.310001,47.349998,47.529999,47.529999,34814800
2022-02-23,47.590000,48.160000,46.779999,46.869999,46.869999,25793000
2022-02-24,45.860001,46.759998,45.400002,45.959999,45.959999,44227300
2022-02-25,45.810001,48.029999,45.740002,47.720001,47.720001,31199200
2022-02-28,46.820000,47.169998,46.340000,46.939999,46.939999,35296100
2022-03-01,46.689999,47.139999,45.439999,45.750000,45.750000,29854500
2022-03-02,46.110001,47.930000,46.000000,47.700001,47.700001,36516200
2022-03-03,47.680000,48.590000,47.480000,47.830002,47.830002,30553300
2022-03-04,47.500000,48.770000,47.410000,48.650002,48.650002,33217300
2022-03-07,48.250000,48.840000,47.520000,47.980000,47.980000,33171300
2022-03-08,47.580002,48.419998,46.470001,47.439999,47.439999,32913300
2022-03-09,48.130001,49.220001,48.000000,48.750000,48.750000,24718900
2022-03-10,48.310001,49.290001,48.049999,49.200001,49.200001,24542300
2022-03-11,49.139999,50.900002,48.939999,50.270000,50.270000,33701900
2022-03-14,50.720001,52.910000,50.389999,52.250000,52.250000,42314500
2022-03-15,52.619999,52.919998,51.180000,52.209999,52.209999,30172100
2022-03-16,52.540001,53.270000,52.180000,52.919998,52.919998,29891400
2022-03-17,52.919998,54.250000,52.790001,54.240002,54.240002,30598600
2022-03-18,54.380001,55.000000,53.709999,54.509998,54.509998,51815000
2022-03-21,54.240002,55.299999,53.900002,54.189999,54.189999,34592500
2022-03-22,54.200001,54.320000,52.500000,53.040001,53.040001,32253600
2022-03-23,53.020000,53.500000,52.160000,52.189999,52.189999,29183700
2022-03-24,52.540001,52.849998,52.290001,52.590000,52.590000,25177500
2022-03-25,52.740002,53.250000,52.509998,52.779999,52.779999,17429600
2022-03-28,52.529999,53.560001,52.500000,53.279999,53.279999,21863700
2022-03-29,54.000000,54.080002,52.619999,52.740002,52.740002,39970000
2022-03-30,53.200001,53.720001,51.970001,52.439999,52.439999,27599600
2022-03-31,52.000000,52.880001,51.740002,51.770000,51.770000,26055200
2022-04-01,52.119999,52.160000,51.099998,51.570000,51.570000,19069500
2022-04-04,51.779999,51.869999,50.369999,50.939999,50.939999,20462800
2022-04-05,50.810001,52.150002,50.750000,51.240002,51.240002,21176700
2022-04-06,51.160000,53.090000,51.160000,52.869999,52.869999,31717500
2022-04-07,52.500000,55.410000,52.500000,55.160000,55.160000,36305700
2022-04-08,54.849998,55.580002,54.459999,55.169998,55.169998,24607100
2022-04-11,55.459999,56.320000,53.779999,53.930000,53.930000,22054300
2022-04-12,53.299999,53.930000,52.650002,53.110001,53.110001,22810700
2022-04-13,53.130001,53.820000,52.700001,53.099998,53.099998,15777800
2022-04-14,53.400002,53.910000,53.040001,53.119999,53.119999,17197800
2022-04-18,52.830002,53.110001,51.630001,51.840000,51.840000,17065000
2022-04-19,51.660000,51.880001,49.369999,50.180000,50.180000,33441500
2022-04-20,50.000000,50.160000,49.209999,49.750000,49.750000,24751800
2022-04-21,49.930000,50.009998,48.919998,49.110001,49.110001,19105600
2022-04-22,48.950001,49.099998,47.900002,48.130001,48.130001,22151100
2022-04-25,47.849998,49.189999,47.119999,48.950001,48.950001,27390600
2022-04-26,48.990002,50.250000,48.919998,49.029999,49.029999,25366500
2022-04-27,49.110001,49.910000,48.209999,49.740002,49.740002,25819200
2022-04-28,50.439999,50.770000,49.490002,50.509998,50.509998,28225400
2022-04-29,49.869999,50.340000,49.000000,49.070000,49.070000,28325400
